store_name,date,price,sales,product_id,product_name,category,customer_id,customer_name,region,payment_method,discount,stock_quantity
"Robinson, Rodriguez and Diaz",1975-12-17,-64.92,,1035,Notebook,Eletrônicos,7399,Todd Chapman,RJ,Cartão,10.47,
Perry PLC,1981-02-17,414.49,,1036,Tênis,Roupas,3496,Stephen Holland,RJ,Cartão,23.54,98.0
Phillips-Mason Str.,1991-09-29,,45.0,1037,Smartphone!!,Eletrônicos,6464,Felicia Johnson,RJ,Pix,23.05,22.0
"Kim, Ramos and Thomas",2003-01-01 20:15:08,,188.0,1038,Tênis!!,Alimentos,4277,Dr. Jeffrey Cole DDS,RS,Pix,29.0,22.0
"Reed, Lara and Wallace Str.",08/10/1977,300.15,-40.0,1039,Café!!,Alimentos,8890,candice clay,RJ,Pix,16.43,54.0
Barr-Walker Str.,12/04/2010,383.47,-29.0,1040,Café ,Eletrônicos,3307,Stephanie Sellers,SP,Boleto,,-3.0
durham-johnson,1973-02-21 17:33:07,,,1041,Tênis!!,Eletrônicos,9132,Alicia Mcdaniel,SP,cartao,2.72,22.0
Kelly Group Str.,2010-09-19 23:48:40,,,1042,Café!!,Roupas,4008,carolyn combs,RS,cartao,21.62,7.0
Simmons-Phillips Str.,1991-06-13,,122.0,1043,Notebook ,Eletrônicos,1704,Joshua Black,RS,Cartão,1.72,45.0
Stephens-Barnes,1986-11-09,,95.0,1044,Tênis,Eletrônicos,1098,Stacey Decker,RS,cartao,4.79,
Mitchell-Scott Str.,25/10/1973,345.11,,1045,Smartphone,Roupas,2400,michael jimenez,RS,Boleto,-8.04,0.0
Evans-Martin,01/09/1970,,43.0,1046,Café!!,Roupas,3332,Julie Hayes,RS,Cartão,1.83,
salazar and sons,07/05/1972,182.45,,1047,Café ,Alimentos,5665,sandra klein,BA,cartao,-1.89,-2.0
Phillips Ltd Str.,2007-09-14,,132.0,1048,Chocolate ,Eletrônicos,6659,Scott Ross Jr.,SP,Boleto,,
"tucker, harrison and valdez",2003-05-07 14:00:18,-10.92,-8.0,1049,Chocolate ,Alimentos,2075,ronald jones,BA,Cartão,,
romero-curry,2017-08-24 17:38:41,,43.0,1050,Café!!,Alimentos,9586,Kevin Davis,BA,cartao,,
Alvarez Ltd,1991-02-13,308.04,,1051,Chocolate!!,Eletrônicos,3965,Anthony Bolton,RS,Cartão,1.41,96.0
Baker-Sullivan,2010-04-10,,,1052,Smartphone,Alimentos,7002,rhonda gardner,MG,cartao,,
Swanson LLC Str.,2015-02-17 09:58:29,334.28,94.0,1053,Tênis,Roupas,5716,Joshua Gordon,MG,Boleto,5.25,77.0
"holland, little and ellis",1981-03-05,,163.0,1054,Café!!,Alimentos,7572,Kristin Phillips,SP,Pix,,
Burns-Barron,1988-05-08,447.09,,1055,Chocolate!!,Eletrônicos,5442,Christian Vaughn,RJ,Cartão,17.04,
Gregory-Mora,1975-03-14 14:07:29,,,1056,Café ,Roupas,6504,steven clark,SP,cartao,0.08,
Chapman-Collins,18/11/1988,,-46.0,1057,Camisa!!,Roupas,7920,michael bailey,BA,cartao,3.25,
Burke LLC,30/03/2007,403.48,87.0,1058,Café!!,Eletrônicos,9852,Darlene Richardson,RJ,Boleto,3.44,
Christensen-Reyes,22/06/2005,478.86,,1059,Camisa!!,Eletrônicos,4200,tammy strickland,SP,cartao,,43.0
rodriguez-moran,1986-05-31,,,1060,Notebook!!,Alimentos,6512,Randy Dougherty,SP,Pix,24.98,
Duncan Inc,2002-08-08,,114.0,1061,Tênis ,Eletrônicos,2538,Tara Allen,RJ,Pix,,
Crawford and Sons,05/04/1970,,,1062,Tênis ,Eletrônicos,8785,Kylie Choi MD,BA,Boleto,,
Reyes Ltd Str.,18/01/2016,,,1063,Smartphone!!,Alimentos,8926,christopher ramsey,RJ,cartao,,
"Chambers, Parker and Daugherty Str.",26/07/2022,114.27,130.0,1064,Camisa ,Roupas,7439,Kristie Mccarthy,SP,cartao,26.1,7.0
smith plc,24/05/2007,27.29,,1065,Café ,Alimentos,9904,Leon Jensen,MG,Boleto,,-1.0
Johnson Inc Str.,2006-10-21,,158.0,1066,Smartphone ,Eletrônicos,4551,Brittney Johnston,MG,Boleto,-8.37,75.0
Long and Sons,08/01/1994,-9.33,-22.0,1067,Chocolate!!,Roupas,6108,amy ellis,MG,cartao,,22.0
Rice-Roth Str.,2024-12-23,-89.39,20.0,1068,Café!!,Roupas,8195,isaac burgess,BA,Cartão,,
"Williams, Parsons and Robbins",1984-03-08,-41.61,,1069,Camisa,Roupas,3254,Brenda Anderson,BA,Cartão,16.22,
patel ltd,1983-12-13 05:10:44,173.88,162.0,1070,Camisa,Alimentos,4968,Nicole Anderson,RJ,Boleto,,
Williams-Reed,2006-03-05 21:27:36,404.85,174.0,1071,Café,Alimentos,5811,John Poole,SP,Pix,-4.45,87.0
Carter Ltd,2007-03-27 06:57:27,,,1072,Smartphone,Eletrônicos,6362,Crystal Brown,RJ,Cartão,,57.0
"levy, rodriguez and leon",1989-11-09 06:15:00,357.87,-19.0,1073,Chocolate,Alimentos,1514,Courtney Rice,MG,Pix,,9.0
Mccarthy-Jackson,1981-06-07 06:41:46,,,1074,Notebook!!,Roupas,8828,carolyn mason,SP,Boleto,,
Hunter-Obrien Str.,1999-07-26 00:57:51,303.04,55.0,1075,Café,Alimentos,7229,Natasha Donovan,BA,Cartão,4.07,64.0
,23/04/1979,-23.56,69.0,1076,Café ,Alimentos,1573,bryan carr,MG,Boleto,29.94,78.0
Cooper-Brady Str.,2014-04-08 21:33:05,,155.0,1077,Café,Alimentos,4947,Heather Green,BA,Pix,15.48,
cunningham-bailey,1974-09-06 20:08:10,,,1078,Tênis,Alimentos,3731,Diana Johnson,RJ,Boleto,,
"Mejia, Munoz and Bond Str.",1995-11-23 01:35:51,,,1079,Café ,Eletrônicos,6156,joshua george,RS,Boleto,,
Lopez-Scott,2019-02-05,,,1080,Smartphone!!,Roupas,2604,Jamie Campos,SP,cartao,,9.0
"Potter, Curtis and Lozano",1991-10-22,,,1081,Chocolate ,Roupas,5712,kristen flores,RS,Pix,,
"Hall, Stevens and Smith Str.",1990-07-17 01:25:36,40.61,83.0,1082,Chocolate ,Alimentos,1383,tara martinez,MG,cartao,0.2,57.0
wallace-forbes,20/05/1991,214.11,,1083,Café,Eletrônicos,1883,cynthia hill,BA,Pix,13.45,
"Brooks, Davis and Smith Str.",2017-07-10 22:22:48,232.44,104.0,1084,Notebook!!,Alimentos,2639,amber herman,RJ,Boleto,,61.0
"Smith, Collins and Myers Str.",2009-08-07,34.5,19.0,1085,Smartphone!!,Alimentos,8775,jesse scott,RJ,Boleto,,
Fuller-Allison,2013-11-12 16:28:06,308.64,188.0,1086,Notebook!!,Eletrônicos,6633,Anna Burgess,BA,cartao,-1.76,
Blankenship-Martinez,30/08/2008,-68.03,,1087,Notebook ,Roupas,1376,joseph cook,SP,Cartão,,
Roberts Inc Str.,23/10/1992,126.52,,1088,Tênis,Roupas,6099,Colin Williams,MG,cartao,,
mullen-little,17/09/2008,,,1089,Smartphone,Alimentos,5095,Brittney Adams,RJ,Pix,21.19,
"everett, lewis and johnson",1986-05-15,,187.0,1090,Smartphone,Roupas,3380,Donald Flores,RJ,Boleto,,
Abbott Inc,2021-07-30,149.81,,1091,Smartphone!!,Alimentos,9916,katherine evans,RS,Pix,12.46,16.0
Lane Inc Str.,1995-02-04,287.37,,1092,Tênis ,Eletrônicos,7822,helen quinn,MG,cartao,17.08,46.0
Smith-Wiggins Str.,08/02/2008,382.83,,1093,Tênis,Roupas,4729,Amy Morris,MG,Boleto,-8.12,
Grant LLC,1976-05-22 16:22:09,-94.0,,1094,Chocolate!!,Alimentos,2537,James Bell,RS,cartao,,
Shelton LLC,1987-11-05 01:32:45,,,1095,Café ,Alimentos,4680,andrew smith,BA,Pix,29.33,
morton inc,1980-12-26,,,1096,Tênis!!,Alimentos,6540,William Austin,SP,cartao,,
"parker, liu and washington",16/09/2009,,68.0,1097,Chocolate!!,Roupas,8784,Dale Moyer,MG,Pix,,48.0
Goodman Group,1971-10-04 13:57:35,141.22,,1098,Tênis!!,Roupas,1934,Kathryn Campbell,SP,Boleto,,19.0
Davis Ltd,1990-08-26,390.4,,1099,Café!!,Alimentos,9800,megan reynolds,SP,cartao,,100.0
Campbell-Schroeder,1981-11-13,,13.0,1100,Tênis,Eletrônicos,3003,Matthew Oliver,MG,Cartão,,20.0
williams-brown,2020-07-18 23:34:25,357.16,,1101,Café ,Eletrônicos,8696,Robert Jackson,BA,Cartão,10.18,
Thornton Ltd,2006-07-16 21:38:48,,,1102,Tênis!!,Eletrônicos,5933,melinda robbins,SP,Boleto,-0.92,
Gilbert PLC Str.,1989-05-22 06:37:43,227.04,,1103,Camisa,Eletrônicos,6958,Jenny Ferrell,RJ,Cartão,5.02,
"Johnson, David and Williams Str.",1979-10-19 23:13:29,,192.0,1104,Notebook!!,Alimentos,5871,Jon Huber,SP,Boleto,,52.0
"Hayes, Smith and Fitzgerald",2001-09-27,90.85,169.0,1105,Tênis ,Alimentos,8665,Barry Tapia,SP,Pix,,74.0
Kane-Charles Str.,17/09/1986,146.2,,1106,Smartphone!!,Alimentos,5820,Mark Green,RJ,cartao,,
"Hernandez, Hansen and Martin",1973-08-16,,,1107,Camisa,Roupas,9935,dan robbins,BA,Pix,21.11,85.0
"Lee, Brandt and Lawrence Str.",1974-01-15 00:04:12,,155.0,1108,Camisa,Eletrônicos,3944,Denise Willis,SP,Boleto,24.64,36.0
Lee LLC,1978-08-25 10:00:22,387.18,,1109,Café,Eletrônicos,4873,brian spears,SP,Cartão,,
"Dixon, Gonzalez and Smith Str.",2017-08-21,-4.8,33.0,1110,Tênis ,Eletrônicos,4251,Patricia Walker,BA,Pix,,83.0
Greene and Sons Str.,1972-05-13,476.82,-19.0,1111,Café ,Roupas,1357,Erica Green,RJ,Cartão,,
"Washington, Tran and Bruce",1974-04-28 20:02:55,,,1112,Smartphone,Alimentos,9831,joshua frederick,SP,cartao,,
"Ferguson, Wilson and Evans Str.",19/06/1981,,-38.0,1113,Notebook!!,Eletrônicos,9525,Andrew Larson,SP,Cartão,21.82,
"York, Horn and Bird Str.",2016-03-04 10:49:15,,,1114,Café ,Eletrônicos,5924,Daniel Ware,RS,cartao,12.87,57.0
Williams-Pruitt Str.,1993-10-15 11:11:36,407.33,,1115,Tênis,Alimentos,8440,John Holder,RJ,Pix,7.96,-2.0
Warner LLC,1991-12-21 15:14:33,-68.56,131.0,1116,Camisa,Alimentos,6085,kevin zimmerman,BA,Pix,,
"may, horne and preston",30/07/1988,433.47,,1117,Tênis ,Eletrônicos,8198,Eric Holt,BA,Boleto,6.15,
"ross, bishop and carter",1994-07-12 07:27:55,303.67,59.0,1118,Chocolate ,Roupas,7510,amy ferguson,RS,Cartão,26.9,35.0
"Mitchell, Dalton and Rodriguez",28/09/1977,352.41,,1119,Smartphone ,Alimentos,4173,Justin Shea,BA,Pix,,
"Jenkins, Ray and Gutierrez",1995-12-04,179.2,82.0,1120,Chocolate ,Eletrônicos,7639,Daniel Carlson,RJ,Cartão,,
Morgan LLC,1992-02-25,133.99,,1121,Camisa!!,Eletrônicos,2130,Wesley Taylor,SP,Cartão,,
"Peterson, Robinson and Pratt",1971-12-20 13:54:31,112.97,198.0,1122,Café,Alimentos,8463,Joshua Nolan,SP,Pix,,
Wilson and Sons Str.,1979-01-23,,,1123,Café ,Alimentos,9467,Erika Wells,MG,cartao,,
Vega Inc,2023-06-17,,,1124,Smartphone!!,Roupas,2193,mark ramirez,MG,cartao,,
"Dean, Harrison and Willis Str.",1998-12-08 16:46:08,6.92,,1125,Notebook ,Eletrônicos,3394,jason fields,SP,Pix,,
lewis group,2006-05-12 00:45:43,,,1126,Notebook ,Alimentos,9416,Lori Mayo,SP,Pix,-4.96,
Hamilton-Parsons,1974-06-16,176.22,-36.0,1127,Smartphone,Alimentos,7390,nicole nelson,MG,Cartão,-6.64,
Evans-Stephens Str.,24/10/2020,,10.0,1128,Smartphone,Eletrônicos,3980,Amber Ruiz,RS,Boleto,3.23,
Davis-Saunders,09/10/1976,41.03,,1129,Tênis ,Alimentos,2985,Linda Gomez,SP,Pix,1.02,
Frederick Ltd,2000-09-11,54.44,81.0,1130,Camisa,Eletrônicos,5276,christina madden,MG,Cartão,,65.0
Long Ltd,1998-12-05,,,1131,Notebook!!,Roupas,3592,Troy Johnson,BA,cartao,-8.37,
Harrison and Sons,1981-12-16 13:54:12,-18.51,68.0,1132,Café!!,Eletrônicos,4469,Angela Hawkins,RS,Cartão,-1.24,
Berry-Miller Str.,25/08/2016,,,1133,Tênis,Alimentos,7851,Christine Harrell,RS,Boleto,,
"stone, cummings and villanueva",2020-11-04,297.21,,1134,Camisa!!,Eletrônicos,6750,Dr. Austin White Jr.,SP,Pix,,
Castillo Ltd,22/01/2014,28.21,165.0,1135,Camisa ,Alimentos,2060,shawn glass,BA,Cartão,,79.0
Paul-Bass,1972-03-13,282.61,,1136,Smartphone!!,Alimentos,2763,Wayne Mejia,BA,Pix,6.41,52.0
jennings llc,1998-06-24 19:20:18,446.45,,1137,Tênis,Roupas,5989,Sally Cobb,MG,Pix,,
Lucas Group,1984-10-28,,95.0,1138,Tênis ,Roupas,7382,Kathy Beck,RJ,Cartão,6.3,33.0
Jones-Li Str.,1992-12-25,,42.0,1139,Camisa ,Roupas,9080,kimberly johnson,MG,Boleto,,79.0
"Huynh, Simmons and Brown",1971-01-20,299.83,135.0,1140,Notebook ,Eletrônicos,8281,jamie mcdonald,BA,Boleto,24.92,
Hernandez-Gray Str.,06/10/2019,,-19.0,1141,Smartphone,Roupas,4144,Colleen Gardner DDS,RS,Boleto,,
Black-Anderson Str.,1989-06-18 18:58:12,,-1.0,1142,Café,Roupas,8120,Amanda Davis,SP,Pix,,89.0
"ross, barnett and ferguson",1990-03-13 13:39:41,61.05,-29.0,1143,Chocolate ,Eletrônicos,4759,Annette Kim,RJ,Cartão,15.54,48.0
Mejia-Huber,2022-07-23 08:59:44,133.27,40.0,1144,Café ,Alimentos,7387,Gordon Williams DDS,RS,Boleto,,94.0
Berry-Knight Str.,1980-08-12 01:37:58,363.85,,1145,Café,Eletrônicos,5685,Sandra Ortega,BA,Boleto,8.37,
Villanueva-Mercer,1978-10-28 13:07:15,,-28.0,1146,Camisa!!,Eletrônicos,6213,jessica reynolds,RJ,Cartão,13.69,41.0
alexander-robertson,1997-05-03 19:41:58,140.49,,1147,Notebook ,Eletrônicos,6050,Daniel House,RS,Cartão,,
"nelson, ray and carr",2004-01-11 12:31:30,,,1148,Chocolate ,Alimentos,1157,ryan hicks,MG,cartao,6.49,
"Preston, Miller and Wilkins",08/10/2024,,,1149,Tênis ,Alimentos,9622,Stacy Morris,MG,cartao,,
Ellis Ltd Str.,27/03/2007,205.07,121.0,1150,Tênis!!,Roupas,8254,Mary Baker,RS,cartao,7.57,19.0
Williams-Moore,04/12/1980,,,1151,Chocolate ,Roupas,8908,joshua wiley,SP,Pix,29.47,94.0
"moore, hernandez and chavez",1975-05-01,-20.63,,1152,Café ,Alimentos,8552,Jonathan Turner,MG,Pix,10.06,68.0
Acosta-Sandoval Str.,01/07/1988,179.59,91.0,1153,Smartphone!!,Eletrônicos,8248,Shelia Baker,RS,cartao,,94.0
Walsh Group,25/01/2022,,,1154,Smartphone,Roupas,7329,Donald Eaton,RJ,Boleto,11.11,75.0
Chen Inc,26/03/1975,332.7,71.0,1155,Camisa,Alimentos,6826,anita monroe,MG,Boleto,23.35,
Hill-Berg,1986-08-07,341.73,,1156,Tênis ,Eletrônicos,8580,james schultz,RS,Cartão,-7.72,
Smith PLC Str.,1991-11-15,,,1157,Chocolate!!,Alimentos,3328,Charles White,RJ,Pix,18.42,22.0
Campbell PLC,2021-05-12,444.16,-19.0,1158,Camisa ,Roupas,8976,Stacy Harris,SP,Pix,5.2,
"anthony, henderson and perry",1998-10-28,493.22,180.0,1159,Chocolate ,Roupas,9953,Mr. Stephen Alexander,MG,Pix,25.42,
"Wagner, Johnson and Lynch Str.",2023-03-20 13:25:45,456.47,162.0,1160,Smartphone,Eletrônicos,5203,Kim Cruz,BA,Cartão,,
Hart-Myers,22/01/1982,,61.0,1161,Camisa!!,Eletrônicos,1147,Carol Chapman,RS,Cartão,23.05,
Young-Pitts Str.,2013-12-02 14:11:04,,-15.0,1162,Notebook ,Roupas,6633,michael kelly,BA,Pix,26.91,86.0
Contreras LLC,06/02/2018,,,1163,Chocolate!!,Eletrônicos,7233,joshua douglas,BA,Pix,,37.0
Stephens-Wilson,24/02/1992,-16.24,130.0,1164,Café,Alimentos,9433,Christopher Rivas,RJ,Boleto,,
Garrett-Branch,1992-06-30 07:03:07,,120.0,1165,Smartphone,Eletrônicos,4132,Lisa Rice,RJ,Cartão,,
"Duke, Thompson and Klein",16/10/1981,,11.0,1166,Café,Alimentos,9139,Jackie Vasquez,MG,Boleto,,
Weaver and Sons,1983-02-03 14:18:47,,-4.0,1167,Notebook ,Alimentos,3440,timothy huerta,MG,Boleto,,
singh-gillespie,1974-12-02,,,1168,Notebook ,Eletrônicos,3019,Robert Smith,RS,Pix,,
Wilson-Dunn,1977-10-26 13:40:07,294.54,177.0,1169,Café!!,Eletrônicos,3263,Amy Winters,BA,Boleto,-5.94,
dixon-ray,2011-03-21 20:20:37,78.94,,1170,Café,Eletrônicos,2429,Bruce Ross,SP,Boleto,27.47,51.0
"Bailey, Nichols and Wilson",27/10/2021,,110.0,1171,Café ,Alimentos,6451,heather miller,MG,Cartão,-5.26,11.0
Butler and Sons Str.,2005-12-12,,85.0,1172,Café,Eletrônicos,2760,juan zimmerman,RS,cartao,,27.0
Leonard-Perez,2023-05-31 02:15:10,,-33.0,1173,Notebook!!,Roupas,1842,steven deleon,BA,Cartão,26.02,
"Pratt, Daniels and Smith Str.",2015-07-31,287.91,,1174,Notebook ,Alimentos,5714,Dana Clark,BA,Pix,,
"Brown, Hughes and Contreras",2017-08-16,420.21,,1175,Notebook ,Alimentos,3315,Amanda Harrison,RJ,Cartão,23.68,0.0
Hardy-Navarro Str.,2025-10-07 03:06:28,-76.56,,1176,Tênis ,Roupas,9665,albert lee,BA,Cartão,18.27,83.0
"Lopez, Williams and Hayes",16/01/1972,483.3,70.0,1177,Smartphone ,Roupas,8911,James Kennedy,MG,Cartão,6.41,
"bailey, allen and pratt",09/12/2012,112.93,,1178,Camisa ,Roupas,5921,Dr. Emily Chambers MD,RS,Boleto,,
Banks LLC Str.,20/11/2012,458.54,,1179,Tênis,Eletrônicos,6863,Angela Hanson,SP,Boleto,9.73,16.0
Lee LLC,2021-06-02 11:52:20,-39.92,159.0,1180,Notebook ,Alimentos,5662,Laurie Russell,SP,Pix,,66.0
Garcia and Sons,2015-08-05 18:48:07,197.56,-18.0,1181,Café,Alimentos,3257,Matthew Fleming,BA,Cartão,,5.0
robinson-davis,10/05/1978,,,1182,Camisa ,Eletrônicos,8703,amber frazier,BA,Pix,-8.75,
Price-Collins,1982-12-16,,,1183,Notebook ,Eletrônicos,2756,Katherine Yu,BA,Cartão,12.15,100.0
Jones and Sons Str.,23/09/2023,,,1184,Camisa!!,Alimentos,1279,Pamela Saunders,BA,cartao,25.91,
Scott and Sons,31/05/1974,,,1185,Tênis ,Eletrônicos,4803,Scott Barber,SP,Pix,,64.0
Ritter and Sons,2003-04-16 03:38:01,325.15,,1186,Tênis,Eletrônicos,6780,John Zimmerman,MG,Boleto,,38.0
Johnson-Rubio,20/03/2011,298.1,176.0,1187,Chocolate!!,Roupas,9942,Kathleen Murphy,RS,Boleto,,
Kelly-Gonzalez,2025-08-29,107.3,84.0,1188,Chocolate!!,Eletrônicos,5903,stephanie porter,BA,cartao,,
Robinson-Mason,1986-10-02,496.83,43.0,1189,Café ,Eletrônicos,5578,Nathaniel Bentley,BA,Cartão,13.13,81.0
"Li, Miller and Olson",1982-05-11,,,1190,Notebook,Eletrônicos,7050,anthony mejia,MG,cartao,14.01,13.0
rogers plc,2006-03-03,,129.0,1191,Chocolate ,Roupas,1745,luis brown,RS,Pix,9.5,
sparks-jones,27/07/2002,,,1192,Café ,Eletrônicos,7880,Timothy Kaufman,RS,Pix,25.44,
"costa, berry and harris",1973-12-03 04:25:57,329.88,43.0,1193,Tênis,Eletrônicos,6172,john chandler,SP,cartao,,96.0
Rivas LLC Str.,2003-01-07 10:46:46,,53.0,1194,Tênis ,Alimentos,4232,Ashley Rice,RS,Boleto,5.8,25.0
clark-forbes,18/03/1997,-1.12,72.0,1195,Chocolate!!,Eletrônicos,5114,Marilyn Dougherty,RJ,Cartão,,
,1975-08-30 05:24:19,-19.53,55.0,1196,Notebook ,Eletrônicos,9620,David Hoover,RJ,Pix,16.51,
"Scott, Mendez and Jackson",27/08/1983,-19.92,56.0,1197,Chocolate!!,Roupas,4920,anna nunez,BA,cartao,,91.0
Edwards Inc Str.,21/03/2021,,55.0,1198,Chocolate,Roupas,9516,James Black,MG,Boleto,,61.0
Arellano Group Str.,14/03/1972,133.16,,1199,Café,Roupas,3972,Mr. Lance Rowland,RJ,Cartão,,0.0
Nichols Inc,1989-10-04,,191.0,1200,Tênis ,Alimentos,8941,mitchell wright,RS,Cartão,29.67,85.0
Rios Inc Str.,14/10/2008,286.14,,1201,Notebook!!,Roupas,2177,Michael Williams,BA,cartao,,
"Taylor, Johnson and White",1990-05-15,,,1202,Café ,Eletrônicos,2616,Brandi Schmidt,MG,cartao,,30.0
Miller Inc Str.,06/09/1978,,192.0,1203,Tênis ,Alimentos,5906,Ann Murphy,MG,Cartão,,
"newman, stanley and best",2023-06-14 00:19:17,,114.0,1204,Camisa,Roupas,9750,joshua ruiz,SP,Pix,19.8,
"Cooper, Lam and Mitchell",14/07/2014,466.8,163.0,1205,Chocolate!!,Roupas,6729,amy simmons,RJ,Boleto,27.02,64.0
Herrera-Lopez,1996-04-18,118.32,36.0,1206,Chocolate,Alimentos,3732,Melissa Mitchell,MG,Pix,,80.0
Hunter Ltd,1978-02-02 08:01:20,48.24,,1207,Chocolate,Alimentos,2200,Kathleen Craig,BA,Cartão,,99.0
"Jones, Nichols and Ashley",2014-12-18 01:17:25,,28.0,1208,Smartphone ,Roupas,2239,roger parker,BA,cartao,,
"garcia, schneider and kelley",1987-11-02 17:52:28,412.75,,1209,Tênis,Alimentos,7148,Annette Smith,SP,cartao,-5.49,
Johnson-Chandler,1988-06-01,-69.16,-40.0,1210,Café ,Roupas,8574,Eric Hardin,RS,Cartão,,
robinson group,2020-06-19,1.26,-21.0,1211,Camisa,Roupas,7253,Samantha Porter,SP,Boleto,,87.0
"Bradshaw, Henderson and Johnson",11/09/2001,252.38,184.0,1212,Camisa!!,Alimentos,6449,alexis allen,SP,Pix,26.94,
Giles-Cole,2024-11-20,,14.0,1213,Tênis ,Roupas,3106,Jay Alvarez,MG,Boleto,,6.0
"Hubbard, Griffin and Gonzalez",16/10/1988,,87.0,1214,Chocolate,Roupas,3470,Patrick Fleming,SP,Pix,,
harris and sons,2022-08-12 12:37:54,138.04,158.0,1215,Tênis ,Alimentos,4334,edward barnes,RS,Boleto,,-4.0
Osborne Group,2011-07-16,184.94,,1216,Camisa ,Roupas,4954,Brian Gomez,SP,Boleto,,75.0
"eaton, valencia and lambert",02/06/2013,112.14,,1217,Smartphone!!,Alimentos,2263,stephen nicholson,MG,cartao,,
"Scott, Callahan and Murillo",06/05/2003,170.97,,1218,Notebook!!,Alimentos,6964,bobby johnson,SP,Pix,-7.56,
"owen, miller and randall",13/09/2020,234.12,98.0,1219,Camisa ,Eletrônicos,4977,Christopher Hill,RJ,Boleto,29.2,
walker and sons,2022-07-13 21:13:08,163.26,,1220,Chocolate,Alimentos,3245,sonya johnson,RJ,Boleto,8.61,93.0
Clark-Andrews,30/04/1981,,184.0,1221,Tênis!!,Eletrônicos,6568,Richard Rowe,RJ,Cartão,-2.07,5.0
dean-walker,1989-07-18 04:34:28,188.84,,1222,Chocolate ,Roupas,8153,Alex Rodriguez,BA,Cartão,,
Martinez-Davis,1995-08-30 01:40:55,164.47,,1223,Tênis ,Eletrônicos,6034,John Norris,RS,cartao,,99.0
"Lee, Sexton and Simon",2006-09-18,,190.0,1224,Smartphone ,Alimentos,7041,Denise James,MG,Pix,5.19,10.0
Beard PLC,1983-04-22,,-44.0,1225,Smartphone!!,Alimentos,7281,Steven Harris,BA,Cartão,,0.0
Ochoa-Martin,19/12/2001,,-49.0,1226,Camisa ,Roupas,8163,Janet Smith,RJ,cartao,,
"Chambers, Payne and Spence Str.",14/01/1975,,,1227,Smartphone ,Roupas,2752,connor aguilar,RS,Boleto,0.24,79.0
Richards Group Str.,2016-01-11 11:06:53,,,1228,Smartphone,Roupas,1914,alexander lamb,RJ,Pix,26.7,
Gutierrez Inc,1982-04-08 08:36:05,,,1229,Tênis!!,Alimentos,3850,steve moreno,SP,Boleto,,
"Chen, Solis and Serrano",17/10/1985,29.27,-33.0,1230,Tênis,Alimentos,4731,Jeffery Mullen,RS,Boleto,11.16,
Franco Inc,1981-08-23,,,1231,Tênis,Eletrônicos,1620,Allen Proctor,RS,Pix,-3.86,94.0
Graham-Cruz,2001-11-21,261.04,91.0,1232,Smartphone,Alimentos,7252,jeanne bird,BA,cartao,-1.96,24.0
Trevino-Garrett,1973-10-10 03:59:45,220.14,,1233,Tênis ,Alimentos,9930,john harris,RJ,cartao,,96.0
Joseph-Medina,1994-04-10 06:34:45,66.53,,1234,Chocolate,Roupas,3976,Edward Lee,SP,Boleto,,81.0
"Chapman, Obrien and Patel Str.",2024-04-08 02:34:55,266.88,,1235,Café!!,Roupas,1996,Mr. Kevin Weiss MD,MG,cartao,,
Wilkins LLC,28/09/2010,225.32,,1236,Smartphone ,Eletrônicos,3510,Dr. Melanie Barnett,BA,cartao,11.39,
doyle inc,2021-03-27 19:08:51,279.16,91.0,1237,Smartphone ,Alimentos,5428,Crystal Coleman,SP,Cartão,,
Figueroa LLC Str.,1998-06-20 19:57:09,225.79,,1238,Smartphone ,Alimentos,4953,mr. travis yang,RS,cartao,10.62,
Murray LLC,2002-06-11,19.16,,1239,Café!!,Roupas,4286,Amy Macias,RS,Pix,,44.0
"Fox, Scott and Perez Str.",01/08/1994,,,1240,Notebook!!,Roupas,4788,Lisa Vasquez,RJ,cartao,,8.0
White PLC,1979-06-12 22:29:31,,,1241,Notebook,Alimentos,4469,edwin odom,RS,Pix,13.63,
Villarreal-Scott Str.,2017-05-31 03:02:39,210.11,,1242,Tênis!!,Eletrônicos,7933,Mrs. Colleen Williams DVM,RS,Cartão,0.68,35.0
Wright PLC,1970-11-02,232.5,67.0,1243,Café ,Roupas,7962,mark conway,SP,Boleto,,
"smith, terry and chapman",24/12/2009,316.77,-15.0,1244,Notebook,Eletrônicos,3891,Norman Fields,MG,Pix,,
Stanley Ltd,11/02/1986,24.33,,1245,Tênis!!,Eletrônicos,5612,mary glover,BA,Boleto,5.19,30.0
Evans LLC Str.,1991-03-25 05:42:51,228.07,,1246,Chocolate!!,Eletrônicos,7406,Jason Shepherd,BA,Boleto,-8.56,66.0
"Ramos, Buchanan and Gutierrez",2009-01-15 17:13:15,85.01,57.0,1247,Café ,Roupas,9319,Shannon Collins,MG,Boleto,,
Stone PLC,04/01/1993,,,1248,Camisa!!,Eletrônicos,4917,eric flores,SP,Cartão,14.59,28.0
Thomas Ltd Str.,14/08/2002,260.91,51.0,1249,Chocolate!!,Roupas,6429,Chad Gonzales,RS,Boleto,,
price ltd,11/12/2015,186.91,,1250,Chocolate ,Roupas,6525,judy duran,RS,Pix,,35.0
Torres Group,,434.09,,1251,Chocolate!!,Roupas,9097,Monica Shaffer,RS,cartao,25.73,
"Schneider, Mcdonald and Patterson",16/12/2019,196.57,143.0,1252,Tênis ,Eletrônicos,6729,toni cline,RS,Cartão,,6.0
